"AffyID"	"SYMBOL"	"ND_1_CD14_TNF_90_133Plus_2.CEL"	"ND_2_CD14_TNF_90_133Plus_2.CEL"
"202146_at"	"IFRD1"	"8.0190407844192"	"7.15789370573412"
"202147_s_at"	"IFRD1"	"8.0010519677532"	"7.29629965923114"
"202148_s_at"	"PYCR1"	"7.24848523750505"	"7.50599743386478"
"202149_at"	"NEDD9"	"8.93212197842125"	"7.15315066839391"
"202150_s_at"	"NEDD9"	"8.00252547498353"	"8.34480439614718"
"202151_s_at"	"UBAC1"	"7.9469155945292"	"7.49592673279232"
"202152_x_at"	"USF2"	"9.46740449736155"	"8.9163809742951"
"202153_s_at"	"NUP62"	"10.2259189473774"	"9.20095858107983"
"202154_x_at"	"TUBB3"	"8.21174030642046"	"8.13612423313727"
"202155_s_at"	"NUP214"	"9.3440003739618"	"8.49275289883822"
"202156_s_at"	"CELF2"	"7.98690438724676"	"7.24917740413773"
"202157_s_at"	"CELF2"	"9.33645374052147"	"7.5589334353316"
"202158_s_at"	"CELF2"	"7.86793769998975"	"7.32549195809244"
"202159_at"	"FARSA"	"7.91850838680179"	"8.42958169789766"
"202160_at"	"CREBBP"	"9.05792221539798"	"7.18082774563888"
"202161_at"	"PKN1"	"8.34815562808491"	"7.54886505693113"
"202162_s_at"	"CNOT8"	"7.74242668037295"	"7.67185210504578"
"202163_s_at"	"CNOT8"	"7.78988306413504"	"7.10030567731709"
"202164_s_at"	"CNOT8"	"8.21728876887778"	"7.03411049278556"
"202165_at"	"PPP1R2"	"8.16082633813392"	"7.20666713328507"
"202166_s_at"	"PPP1R2"	"9.20985009332119"	"7.0180171937018"
"202167_s_at"	"MMS19"	"7.9965332603507"	"7.31037382132219"
"202168_at"	"TAF9"	"9.27481448406363"	"7.18256159629749"
"202169_s_at"	"AASDHPPT"	"8.35064080120002"	"6.87022238588043"
"202170_s_at"	"AASDHPPT"	"7.68810408294675"	"6.79821298314881"
"202171_at"	"VEZF1"	"8.44015407131508"	"7.08560122201744"
"202172_at"	"VEZF1"	"8.25353234631275"	"7.18805507713856"
"202173_s_at"	"VEZF1"	"8.0754414663312"	"7.09695233173035"
"202174_s_at"	"PCM1"	"7.99028322835119"	"7.42119440278208"
"202175_at"	"CHPF"	"7.35650809154034"	"7.34190606873594"
"202176_at"	"ERCC3"	"7.44660821874963"	"7.16529491684295"
"202177_at"	"GAS6"	"7.59219961765167"	"7.81517743704478"
"202178_at"	"PRKCZ"	"7.15366497954055"	"7.12036140002949"
"202179_at"	"BLMH"	"7.69748730461969"	"7.24982009454215"
"202180_s_at"	"MVP"	"9.57679906117824"	"8.86839751207576"
"202181_at"	"SUSD6"	"9.95648627577128"	"8.94183247460356"
"202182_at"	"KAT2A"	"7.63368522387615"	"7.12737332455349"
"202183_s_at"	"KIF22"	"7.46373895983423"	"7.63930994043045"
"202184_s_at"	"NUP133"	"7.56217595787246"	"6.82980558724256"
"202185_at"	"PLOD3"	"8.61948351225572"	"7.70582125322338"
"202186_x_at"	"PPP2R5A"	"6.85687748660106"	"7.90442619906616"
"202187_s_at"	"PPP2R5A"	"8.49715150350962"	"7.57483587974012"
"202188_at"	"NUP93"	"8.58842878219027"	"7.61049913695707"
"202189_x_at"	"PTBP1"	"9.41951221229521"	"9.13041273266432"
"202190_at"	"CSTF1"	"7.29843983902802"	"7.23124056039547"
"202191_s_at"	"GAS7"	"9.01381547906087"	"7.69345956942363"
"202192_s_at"	"GAS7"	"9.74455863753217"	"9.09251366937594"
"202193_at"	"LIMK2"	"8.99219708037605"	"7.64432711428137"
"202194_at"	"TMED5"	"9.93613471860523"	"7.42639732099624"
"202195_s_at"	"TMED5"	"8.18452116227557"	"6.77214337309455"
"202196_s_at"	"DKK3"	"6.76954259240908"	"6.92586827287025"
"202197_at"	"MTMR3"	"8.87484680293776"	"7.97282626860866"
"202198_s_at"	"MTMR3"	"7.23251482421626"	"7.57552145769946"
"202199_s_at"	"SRPK1"	"7.36544827556574"	"7.21108869476086"
"202200_s_at"	"SRPK1"	"7.72347230016262"	"6.7518488851262"
"202201_at"	"BLVRB"	"9.73599694721487"	"8.35748544438591"
"202202_s_at"	"LAMA4"	"6.8358964016067"	"6.92333182931197"
"202203_s_at"	"AMFR"	"8.02798236644664"	"7.18469932639569"
"202204_s_at"	"AMFR"	"7.83234350135035"	"7.21416395266411"
"202205_at"	"VASP"	"9.54607733393568"	"8.03643316806856"
"202206_at"	"ARL4C"	"7.2037484123738"	"6.89782079077748"
"202207_at"	"ARL4C"	"7.61651595540011"	"6.76445469998693"
"202208_s_at"	"ARL4C"	"7.7884512076563"	"7.31087252514646"
"202209_at"	"LSM3"	"9.1109616420702"	"8.82141737625618"
"202210_x_at"	"GSK3A"	"7.93836504801139"	"7.14123539973444"
"202211_at"	"ARFGAP3"	"9.11514918349128"	"7.43192087130211"
"202212_at"	"PES1"	"8.35556172572116"	"9.02372161403907"
"202213_s_at"	"CUL4B"	"7.11083840511122"	"6.77848699383465"
"202214_s_at"	"CUL4B"	"7.96554742367463"	"6.99379351963064"
"202215_s_at"	"NFYC"	"8.35825833955193"	"7.58949657074579"
"202216_x_at"	"NFYC"	"8.1402360975342"	"7.28706243045237"
"202217_at"	"C21orf33"	"8.52571662836484"	"7.31406280678351"
"202218_s_at"	"FADS2"	"7.7052581085986"	"6.92794453916106"
"202219_at"	"SLC6A8"	"7.37876179857613"	"7.47866287061425"
"202220_at"	"KIAA0907"	"8.60236128206898"	"7.36778459363546"
"202221_s_at"	"EP300"	"8.52592300217581"	"6.91602487767739"
"202222_s_at"	"DES"	"7.38670867455598"	"8.72114834488569"
"202223_at"	"STT3A"	"8.21210781931834"	"8.01177972443853"
"202224_at"	"CRK"	"9.28158685087157"	"7.44419688970076"
"202225_at"	"CRK"	"9.24783073526782"	"7.24253743317324"
"202226_s_at"	"CRK"	"8.20178140661066"	"7.78761185008131"
"202227_s_at"	"BRD8"	"7.86740730565642"	"7.40366893284349"
"202228_s_at"	"NPTN"	"10.0564880270378"	"7.68328115491594"
"202229_s_at"	"CHERP"	"7.36600810527306"	"7.18502703212189"
"202230_s_at"	"CHERP"	"8.89443251437642"	"7.04301737466885"
"202231_at"	"EIF3M"	"9.24724983738804"	"7.78884054854265"
"202232_s_at"	"EIF3M"	"9.52031011892677"	"7.49955121739644"
"202233_s_at"	"UQCRH"	"10.9396188656083"	"10.0624484541205"
"202234_s_at"	"SLC16A1"	"6.82657622286212"	"6.64528824583182"
"202235_at"	"SLC16A1"	"6.85901988485112"	"7.11543581399279"
"202236_s_at"	"SLC16A1"	"7.59119111325081"	"6.86862896843566"
"202237_at"	"NNMT"	"7.21552425706501"	"7.45879950228533"
"202238_s_at"	"NNMT"	"7.43785944472736"	"8.43874379635404"
"202239_at"	"PARP4"	"8.43175402983573"	"7.45317530994911"
"202240_at"	"PLK1"	"6.86897856547611"	"7.38148501252969"
"202241_at"	"TRIB1"	"9.93507432633255"	"8.03887895842329"
"202242_at"	"TSPAN7"	"6.77527407289482"	"6.73123307902554"
"202243_s_at"	"PSMB4"	"11.2084892734148"	"11.0360135990146"
"202244_at"	"PSMB4"	"11.7822622471533"	"11.6701566183593"
"202245_at"	"LSS"	"8.56037257894322"	"7.45545894032474"
"202246_s_at"	"CDK4"	"8.16854812392726"	"7.19252542858061"
"202247_s_at"	"MTA1"	"7.1026818969716"	"7.62329547495591"
"202248_at"	"E2F4"	"7.75667329472658"	"7.76910196870547"
"202249_s_at"	"DCAF8"	"7.60364342711942"	"6.90882575002781"
"202250_s_at"	"DCAF8"	"7.75036089949644"	"6.85109784064753"
"202251_at"	"PRPF3"	"8.84945644986725"	"7.84527171936652"
"202252_at"	"RAB13"	"8.7733587955124"	"7.69644397626429"
"202253_s_at"	"DNM2"	"8.49201029033367"	"7.60824661874081"
"202254_at"	"SIPA1L1"	"7.39037070367483"	"6.84068387154222"
"202255_s_at"	"SIPA1L1"	"8.43314984634188"	"7.78148801168445"
"202256_at"	"CD2BP2"	"8.15150379973984"	"8.41523598556695"
"202257_s_at"	"CD2BP2"	"9.32550737524509"	"9.14788331000756"
"202258_s_at"	"N4BP2L2"	"9.58810533299081"	"9.00710309636706"
"202259_s_at"	"N4BP2L2"	"7.96476608566722"	"6.7632680625677"
"202260_s_at"	"STXBP1"	"6.83122015442589"	"6.85049344383887"
"202261_at"	"VPS72"	"7.73881065746127"	"6.77524440533939"
"202262_x_at"	"DDAH2"	"8.24140361962388"	"7.77457356254901"
"202263_at"	"CYB5R1"	"7.94806585580713"	"7.66660405303084"
"202264_s_at"	"TOMM40"	"8.14733114885703"	"7.90514774286685"
"202265_at"	"BMI1"	"7.59677300923706"	"6.97645577557372"
"202266_at"	"TDP2"	"8.50593840203756"	"6.92561197417674"
"202267_at"	"LAMC2"	"6.97534130075145"	"6.95875289229603"
"202268_s_at"	"NAE1"	"7.59599451163836"	"6.97988315528625"
"202269_x_at"	"GBP1"	"9.90583197634658"	"8.22215754782682"
"202270_at"	"GBP1"	"10.4925110911602"	"9.53363968940958"
"202271_at"	"FBXO28"	"8.12078432169509"	"6.99933045763108"
"202272_s_at"	"FBXO28"	"8.59610036459509"	"7.09877309278872"
"202273_at"	"PDGFRB"	"7.15488120285053"	"7.25495115885015"
"202274_at"	"ACTG2"	"7.07660301437132"	"7.24619144790265"
"202275_at"	"G6PD"	"8.09673295374792"	"7.35841728592969"
"202276_at"	"SHFM1"	"8.63997287457388"	"8.93566155172637"
"202277_at"	"SPTLC1"	"8.67997588626153"	"7.12288923254541"
"202278_s_at"	"SPTLC1"	"7.04754160238088"	"7.52059440221109"
"202279_at"	"C14orf2"	"8.47423538512137"	"7.50956574818818"
"202280_at"	"GAK"	"6.70305348340061"	"6.96145322558584"
"202281_at"	"GAK"	"8.60481776583128"	"8.1311706575687"
"202282_at"	"HSD17B10"	"8.99863812576043"	"7.70858815441758"
"202283_at"	"SERPINF1"	"7.45999067758478"	"7.05222034417139"
"202284_s_at"	"CDKN1A"	"9.29826599315133"	"7.9913736321248"
"202285_s_at"	"TACSTD2"	"7.00499915849141"	"7.99044008142551"
"202286_s_at"	"TACSTD2"	"6.51126125048215"	"7.05491652239613"
"202287_s_at"	"TACSTD2"	"6.97911950002569"	"6.96549722169544"
"202288_at"	"MTOR"	"7.19332242779544"	"7.1541852637068"
"202289_s_at"	"TACC2"	"6.90714129003215"	"7.17894131576688"
"202290_at"	"PDAP1"	"8.27941082229849"	"7.94684634890729"
"202291_s_at"	"MGP"	"6.87772695145124"	"6.91044634301654"
"202292_x_at"	"LYPLA2"	"8.3365307927122"	"7.64890336768448"
"202293_at"	"STAG1"	"7.39893553064388"	"6.78192662763849"
"202294_at"	"STAG1"	"7.99827068271619"	"7.33199278004138"
"202295_s_at"	"CTSH"	"11.8695867759534"	"11.3742891061913"
"202296_s_at"	"RER1"	"9.85063374136759"	"8.22324156662218"
"202297_s_at"	"RER1"	"8.32708931641374"	"7.14654779183138"
"202298_at"	"NDUFA1"	"10.8671041385029"	"10.3366720547381"
"202299_s_at"	"LAMTOR5"	"9.87765839277798"	"8.85817913359746"
"202300_at"	"LAMTOR5"	"9.58868287995229"	"8.33576274746492"
"202301_s_at"	"RSRC2"	"8.51301833184987"	"7.79929831096531"
"202302_s_at"	"RSRC2"	"9.67702929346218"	"7.5565304790848"
"202303_x_at"	"SMARCA5"	"7.8296881170421"	"6.75416978472763"
"202304_at"	"FNDC3A"	"7.84353016224717"	"7.03804255222792"
"202305_s_at"	"FEZ2"	"8.70282620711587"	"7.75654212633792"
"202306_at"	"POLR2G"	"9.33744078237592"	"8.08216589382222"
"202307_s_at"	"TAP1"	"9.69716777778663"	"8.72147546808745"
"202308_at"	"SREBF1"	"8.08808788654606"	"7.81995132541152"
"202309_at"	"MTHFD1"	"7.81728918978899"	"7.0993090680111"
"202310_s_at"	"COL1A1"	"6.77865709193047"	"7.21393854046893"
"202311_s_at"	"COL1A1"	"6.6461566247642"	"6.70111157457645"
"202312_s_at"	"COL1A1"	"7.26725507717705"	"7.72478330872199"
"202313_at"	"PPP2R2A"	"9.06800585065401"	"7.62138878092846"
"202314_at"	"CYP51A1"	"8.07615082537671"	"6.86555174853096"
"202315_s_at"	"BCR"	"7.39847502893022"	"7.46442032183774"
"202316_x_at"	"UBE4B"	"6.91371124518171"	"7.3134051445111"
"202317_s_at"	"UBE4B"	"7.87767721054623"	"7.27814814694765"
"202318_s_at"	"SENP6"	"8.07772646641804"	"6.8135316082942"
"202319_at"	"SENP6"	"6.87697032679603"	"6.55215493672567"
"202320_at"	"GTF3C1"	"7.8515887387293"	"7.97563078855976"
"202321_at"	"GGPS1"	"7.06532058990693"	"6.75874409635709"
"202322_s_at"	"GGPS1"	"8.03929909435666"	"7.55168940162489"
"202323_s_at"	"ACBD3"	"7.7135475974567"	"7.00134515535186"
"202324_s_at"	"ACBD3"	"8.57194543057855"	"7.43026385341614"
"202325_s_at"	"ATP5J"	"9.97242611032085"	"8.01418774059692"
"202326_at"	"EHMT2"	"7.27544683723904"	"7.47677340483529"
"202327_s_at"	"PKD1"	"7.13259197885008"	"7.66377546822158"
"202328_s_at"	"PKD1"	"8.10436627499321"	"8.31980856387828"
"202329_at"	"CSK"	"9.7241785617091"	"7.82512163792516"
"202330_s_at"	"UNG"	"6.9517147590366"	"7.23117232114861"
"202331_at"	"BCKDHA"	"8.05924868493824"	"7.95055954232332"
"202332_at"	"CSNK1E"	"7.67829513070316"	"8.11817647774874"
"202333_s_at"	"UBE2B"	"9.71248240116359"	"7.78790344444295"
"202334_s_at"	"UBE2B"	"8.62654879625947"	"7.33586056648423"
"202335_s_at"	"UBE2B"	"6.93827260304056"	"6.868955353902"
"202336_s_at"	"PAM"	"7.26909647863787"	"6.81930698922951"
"202337_at"	"PMF1"	"7.95715093959466"	"7.29813682385169"
"202338_at"	"TK1"	"6.98114088489494"	"7.11736991877104"
"202339_at"	"SYMPK"	"7.62054427012694"	"7.70211850221586"
"202340_x_at"	"NR4A1"	"8.57074412898214"	"7.62242336095965"
"202341_s_at"	"TRIM2"	"7.02052366499852"	"7.20224297400751"
"202342_s_at"	"TRIM2"	"6.64422204731752"	"6.66074426087055"
"202343_x_at"	"COX5B"	"10.1812233529674"	"9.62491801293545"
"202344_at"	"HSF1"	"7.83539045531489"	"8.21562308343347"
"202345_s_at"	"FABP5"	"8.69645392757459"	"6.93931136195332"
"202346_at"	"UBE2K"	"7.8559644079447"	"6.79755487760376"
"202347_s_at"	"UBE2K"	"8.25806153267896"	"7.41705167422544"
"202348_s_at"	"TOR1A"	"8.44717573542525"	"8.45734746879598"
"202349_at"	"TOR1A"	"8.49533457973128"	"7.22731632010506"
"202350_s_at"	"MATN2"	"6.69453498360695"	"6.89854403462293"
"202351_at"	"ITGAV"	"7.30688283841473"	"6.90880660515488"
"202352_s_at"	"PSMD12"	"8.83373492334857"	"7.22248963871824"
"202353_s_at"	"PSMD12"	"7.70698029235585"	"6.82330020133243"
"202354_s_at"	"GTF2F1"	"7.4988059308537"	"7.27125307340344"
"202355_s_at"	"GTF2F1"	"7.84260602818206"	"8.1324302964769"
"202356_s_at"	"GTF2F1"	"8.13620467842858"	"7.0767797373589"
"202357_s_at"	"CFB"	"7.6803854390431"	"7.58291447078526"
"202358_s_at"	"SNX19"	"7.91379726250212"	"7.07908987785236"
"202359_s_at"	"SNX19"	"7.49876505126541"	"7.30326852232055"
"202360_at"	"MAML1"	"9.15828254862087"	"7.41133581066282"
"202361_at"	"SEC24C"	"9.19395684022344"	"8.17540485759786"
"202362_at"	"RAP1A"	"9.64805107793463"	"7.6122737781731"
"202363_at"	"SPOCK1"	"7.1607684693923"	"7.0385642252863"
"202364_at"	"MXI1"	"8.20324700809125"	"6.91228349263918"
"202365_at"	"UNC119B"	"7.4833595049344"	"7.1094526340657"
"202366_at"	"ACADS"	"7.73334584888499"	"7.4683084001355"
"202367_at"	"CUX1"	"8.36936198019335"	"8.06995302568307"
"202368_s_at"	"TRAM2"	"7.33526468894524"	"7.29435244870126"
"202369_s_at"	"TRAM2"	"7.74359181010414"	"6.92687734697605"
"202370_s_at"	"CBFB"	"8.88713899013459"	"6.96866971796693"
"202371_at"	"TCEAL4"	"8.44294793394581"	"6.97762849282844"
"202372_at"	"AURKAPS1"	"7.84630950682048"	"6.93827810661844"
"202373_s_at"	"RAB3GAP2"	"8.45633820781886"	"7.40878177758863"
"202374_s_at"	"RAB3GAP2"	"7.54808657867497"	"7.16178044590084"
"202375_at"	"SEC24D"	"7.26941416120508"	"6.57068414908225"
"202376_at"	"SERPINA3"	"6.85700912223604"	"7.35498973840814"
"202377_at"	"LEPROT"	"9.03971678364058"	"7.6462205404694"
"202378_s_at"	"LEPROT"	"9.74050774291912"	"8.66274821781515"
"202379_s_at"	"NKTR"	"8.00009662018111"	"7.49841802796293"
"202380_s_at"	"NKTR"	"7.82163892881536"	"6.99745548924831"
"202381_at"	"ADAM9"	"8.34780714669409"	"6.93727259678159"
"202382_s_at"	"GNPDA1"	"7.98587755543259"	"7.45839840264149"
"202383_at"	"KDM5C"	"7.79222980232316"	"7.45306145586945"
"202384_s_at"	"TCOF1"	"7.10992438806698"	"8.09904900348729"
"202385_s_at"	"TCOF1"	"7.79713647397391"	"7.75329584815064"
"202386_s_at"	"KIAA0430"	"7.88353838101685"	"7.16772401451596"
"202387_at"	"BAG1"	"8.72704863292676"	"8.2124408723628"
"202388_at"	"RGS2"	"10.3265562738968"	"9.03701089035859"
"202389_s_at"	"HTT"	"8.33329028624896"	"8.00612223416401"
"202390_s_at"	"HTT"	"7.55171628003546"	"7.5402521079633"
"202391_at"	"BASP1"	"11.3048467049728"	"11.6460233284383"
"202392_s_at"	"PISD"	"8.62037068510958"	"8.56210728424922"
"202393_s_at"	"KLF10"	"9.19646612572886"	"6.82373247004246"
"202394_s_at"	"ABCF3"	"7.97905458308929"	"8.40788131982502"
"202395_at"	"NSF"	"8.79238038056565"	"7.82929153996395"
"202396_at"	"TCERG1"	"8.3957175469289"	"6.83953284852733"
"202397_at"	"NUTF2"	"8.77800716891266"	"7.6104997839008"
"202398_at"	"AP3S2"	"7.14267612282043"	"7.11836475519322"
"202399_s_at"	"AP3S2"	"8.78539150343768"	"7.6037619875382"
"202400_s_at"	"SRF"	"7.16327500480546"	"7.42810524575532"
"202401_s_at"	"SRF"	"8.35080167540633"	"8.01978065903845"
"202402_s_at"	"CARS"	"7.85516827129667"	"7.69457237831196"
"202403_s_at"	"COL1A2"	"7.00265734644463"	"7.167557514504"
"202404_s_at"	"COL1A2"	"6.69581375497389"	"7.20887029766088"
"202405_at"	"TIAL1"	"7.39020526952019"	"7.0194653757067"
"202406_s_at"	"TIAL1"	"9.11806196801104"	"8.67780014109049"
"202407_s_at"	"PRPF31"	"7.41130376158288"	"8.17223396492907"
"202408_s_at"	"PRPF31"	"8.35089335601067"	"7.82002212079697"
"202409_at"	"IGF2"	"7.01680944597015"	"7.34410253624062"
"202410_x_at"	"IGF2"	"6.78947009161397"	"7.13244267954356"
"202411_at"	"IFI27"	"6.95120993996703"	"7.26244488298677"
"202412_s_at"	"USP1"	"7.2488648109757"	"6.78547723515244"
"202413_s_at"	"USP1"	"8.89614297833867"	"7.30342230015184"
"202414_at"	"ERCC5"	"8.04829907304216"	"7.40423800302745"
"202415_s_at"	"HSPBP1"	"7.31732398075652"	"8.09202351774964"
"202416_at"	"DNAJC7"	"10.289235366116"	"8.91256068906076"
"202417_at"	"KEAP1"	"8.41766952722225"	"7.86148494172662"
"202418_at"	"YIF1A"	"8.01140145494125"	"7.42062632671883"
"202419_at"	"KDSR"	"7.86190370932449"	"6.65069904966733"
"202420_s_at"	"DHX9"	"8.39127961793442"	"7.85481585676465"
"202421_at"	"IGSF3"	"6.95398869301054"	"6.8442181829411"
"202422_s_at"	"ACSL4"	"8.06116103513118"	"6.53159903075106"
"202423_at"	"KAT6A"	"8.99048108015857"	"7.8651767641206"
"202424_at"	"MAP2K2"	"8.94787385961719"	"8.35821017808229"
"202425_x_at"	"PPP3CA"	"8.77787711966827"	"7.27875014626641"
"202426_s_at"	"RXRA"	"8.41693402451761"	"7.89431431472728"
"202427_s_at"	"MPC2"	"8.38451999094555"	"7.70449305271799"
"202428_x_at"	"DBI"	"11.5418734191586"	"11.2694424216333"
"202429_s_at"	"PPP3CA"	"8.67558571898058"	"7.35957982575776"
"202430_s_at"	"PLSCR1"	"8.24800779458258"	"6.58264135585731"
"202431_s_at"	"MYC"	"9.36027220336291"	"8.26417127255902"
"202432_at"	"PPP3CB"	"8.83551924024806"	"7.91447163584976"
"202433_at"	"SLC35B1"	"9.27782022989438"	"7.63888767725031"
"202434_s_at"	"CYP1B1"	"6.82049244041542"	"7.21777467045847"
"202435_s_at"	"CYP1B1"	"8.5349547979682"	"7.10239831108501"
"202436_s_at"	"CYP1B1"	"9.32604803650046"	"7.46040200047178"
"202437_s_at"	"CYP1B1"	"8.87301535920674"	"6.81832580512918"
"202438_x_at"	"IDS"	"6.7997184883745"	"6.89757809803038"
"202439_s_at"	"IDS"	"7.6308740081474"	"7.22895619658564"
"202440_s_at"	"ST5"	"6.9920574103742"	"7.66548545527027"
"202441_at"	"ERLIN1"	"7.87837180218337"	"7.3690964943869"
"202442_at"	"AP3S1"	"9.72338487317035"	"7.34631605263456"
"202443_x_at"	"NOTCH2"	"9.84545461764844"	"8.7667454358023"
"202444_s_at"	"ERLIN1"	"6.75495163745818"	"6.98058400293706"
"202445_s_at"	"NOTCH2"	"8.20775118764564"	"7.0195909423898"
"202446_s_at"	"PLSCR1"	"10.2450074634384"	"9.72928295417043"
"202447_at"	"DECR1"	"9.0256857657928"	"7.26825011958856"
"202448_s_at"	"ZER1"	"7.00645854066218"	"7.38024774703933"
"202449_s_at"	"RXRA"	"8.6663074024227"	"8.0683660536124"
"202450_s_at"	"CTSK"	"7.40551329057741"	"6.9776657162009"
"202451_at"	"GTF2H1"	"7.97402891912392"	"6.94876515298536"
"202452_at"	"ZER1"	"7.4330304663562"	"7.07897850577084"
"202453_s_at"	"GTF2H1"	"7.51884307577207"	"7.35434305296872"
"202454_s_at"	"ERBB3"	"6.81507650168167"	"7.09896233545791"
"202455_at"	"HDAC5"	"8.17415628370616"	"7.90108939073084"
"202456_s_at"	"ZER1"	"7.58865446767113"	"7.75939301765798"
"202457_s_at"	"PPP3CA"	"8.86449318780349"	"7.21893067712369"
"202458_at"	"PRSS23"	"7.01255320065542"	"7.01928460364316"
"202459_s_at"	"LPIN2"	"7.37502652899181"	"7.1435280882245"
"202460_s_at"	"LPIN2"	"7.26060691913595"	"7.10778010947382"
"202461_at"	"EIF2B2"	"8.06006102121622"	"7.33845015932211"
"202462_s_at"	"DDX46"	"9.02442258084971"	"7.77745164670863"
"202463_s_at"	"MBD3"	"8.05355074914377"	"8.32760977381991"
"202464_s_at"	"PFKFB3"	"9.53786963868405"	"7.84117434256206"
"202465_at"	"PCOLCE"	"7.51065981876726"	"8.24242073668914"
"202466_at"	"PAPD7"	"8.32967926488287"	"7.75516583153945"
"202467_s_at"	"COPS2"	"9.34287289866706"	"7.74955385687762"
"202468_s_at"	"CTNNAL1"	"6.85611851410814"	"6.69453522669918"
"202469_s_at"	"CPSF6"	"8.70618801652064"	"7.04643954569273"
"202470_s_at"	"CPSF6"	"7.02252309597435"	"6.84223644382306"
"202471_s_at"	"IDH3G"	"9.65765548309334"	"8.72743180666687"
"202472_at"	"MPI"	"7.51176981777588"	"7.21035744853738"
"202473_x_at"	"HCFC1"	"7.26601612366318"	"7.23457027350553"
"202474_s_at"	"HCFC1"	"8.61709283945311"	"8.12946747302781"
"202475_at"	"TMEM147"	"8.91469251617333"	"7.57661458181927"
"202476_s_at"	"TUBGCP2"	"7.07334815758778"	"7.2192121945736"
"202477_s_at"	"TUBGCP2"	"8.70364161435257"	"8.177236614925"
"202478_at"	"TRIB2"	"7.03393993557808"	"7.24257455986102"
"202479_s_at"	"TRIB2"	"6.97348874924224"	"7.42262535998021"
"202480_s_at"	"DEDD"	"7.66098792463691"	"7.28925120876137"
"202481_at"	"DHRS3"	"7.34244372131809"	"7.28001916777438"
"202482_x_at"	"RANBP1"	"7.14824500623939"	"7.49730572288444"
"202483_s_at"	"RANBP1"	"8.40733025893883"	"7.94613519110849"
"202484_s_at"	"MBD2"	"10.5822532922319"	"9.6782312894893"
"202485_s_at"	"MBD2"	"7.18063128705444"	"7.25409531794913"
"202486_at"	"AFG3L2"	"7.73926751056164"	"7.40724286339634"
"202487_s_at"	"H2AFV"	"9.58502704012416"	"8.3674035807753"
"202488_s_at"	"FXYD3"	"7.35137875427651"	"7.4616628975815"
"202489_s_at"	"FXYD3"	"7.30812452305967"	"7.29836755773317"
"202490_at"	"IKBKAP"	"6.78263011542299"	"6.88932576880535"
"202491_s_at"	"IKBKAP"	"7.51680428680139"	"6.99315814931837"
"202492_at"	"ATG9A"	"7.38323611949762"	"7.10435489489364"
"202493_x_at"	"CSH1"	"6.78359987448295"	"7.25195507750509"
"202494_at"	"PPIE"	"8.03213818649986"	"8.07393935922258"
"202495_at"	"TBCC"	"8.57740662111209"	"7.49109982619785"
"202496_at"	"EDC4"	"8.51835222202061"	"8.08974652306059"
"202497_x_at"	"SLC2A3"	"8.98342153343038"	"7.37400834109339"
"202498_s_at"	"SLC2A3"	"8.2741420284465"	"7.52840712345554"
"202499_s_at"	"SLC2A3"	"9.11352263777283"	"7.59694006762999"
"202500_at"	"DNAJB2"	"7.85580181977965"	"7.31429652636037"
"202501_at"	"MAPRE2"	"8.44605697485972"	"7.05649233596281"
"202502_at"	"ACADM"	"7.76897610063385"	"6.71914342154284"
"202503_s_at"	"KIAA0101"	"6.78787191660536"	"6.64679809714539"
"202504_at"	"TRIM29"	"6.90420665145304"	"7.03004682280347"
"202505_at"	"SNRPB2"	"9.65823238287968"	"7.6798711179814"
"202506_at"	"SSFA2"	"8.46130060931193"	"7.01879622005379"
"202507_s_at"	"SNAP25"	"7.37660743422953"	"7.4688735967896"
"202508_s_at"	"SNAP25"	"6.62209370146985"	"6.66307711062589"
"202509_s_at"	"TNFAIP2"	"8.09013882564805"	"7.27909978714387"
"202510_s_at"	"TNFAIP2"	"13.030765682943"	"13.0590605491252"
"202511_s_at"	"ATG5"	"8.38277047697793"	"7.06725692011027"
"202512_s_at"	"ATG5"	"7.02676025087853"	"6.96295419043343"
"202513_s_at"	"PPP2R5D"	"7.66628912938516"	"7.50458119475421"
"202514_at"	"DLG1"	"7.07626465356658"	"6.74192189377722"
"202515_at"	"DLG1"	"7.63482815923811"	"6.81558344188382"
"202516_s_at"	"DLG1"	"6.87610440074122"	"6.95697885421096"
"202517_at"	"CRMP1"	"7.39729899006689"	"7.69802037898875"
"202518_at"	"BCL7B"	"8.23011665674089"	"8.10288704501613"
"202519_at"	"MLXIP"	"8.14926327142054"	"6.99500981957446"
"202520_s_at"	"MLH1"	"9.30801507434248"	"7.41278101861945"
"202521_at"	"CTCF"	"8.41400992428592"	"7.3020525340481"
"202522_at"	"PITPNB"	"10.2634494102556"	"8.06544424721986"
"202523_s_at"	"SPOCK2"	"7.19128801282542"	"7.44597369808959"
"202524_s_at"	"SPOCK2"	"7.50576377486777"	"7.47465624806481"
"202525_at"	"PRSS8"	"6.80625199920495"	"7.25659554652066"
"202526_at"	"SMAD4"	"6.86749238758303"	"6.57252251598219"
"202527_s_at"	"SMAD4"	"7.93767076784217"	"6.77663489333395"
"202528_at"	"GALE"	"7.53926966950538"	"7.67872712062743"
"202529_at"	"PRPSAP1"	"7.86127143503102"	"7.18573847437214"
"202530_at"	"MAPK14"	"9.44994632999944"	"9.39948742410125"
"202531_at"	"IRF1"	"8.60868706327959"	"8.21451838802145"
"202532_s_at"	"DHFR"	"7.1841161038318"	"7.46167364206272"
